marcEntry,callNumber,itemID,library_x,location,callNum2
Joe the king [videorecording (DVD)] / a 49th Parallel Productions/Forensic-391 Films/Lower East Side Films production.,W DVD 5612,201607899618,Lincoln Center--Quinn Library,AV, 5612
"John Wayne [videorecording (DVD)] : an American icon / ""Seven sinners"": Universal Pictures, a Joe Pasternak production ; produced by Joe Pasternak ; written by John Meechan, Harry Tugend ; directed by Tay Garnett. ""The shepherd of the hills"": Paramount Pictures ; screenplay by Grover Jones and Stuart Anthony ; directed by Henry Hathaway. ""Pittsburgh"": Universal Pictures ; produced by Charles K. Feldman ; screenplay by Kenneth Gamet, Tom Reed ; directed by Lewis Seiler. ""The conqueror"": RKO Radio Pictures ; presented by Howard Hughes ; directed by Dick Powell. ""Jet pilot"": RKO Teleradio Pictures ; written & produced by Jules Furthman ; directed by Josef von Sternberg.",W DVD 4932 V.1,201607409178,Lincoln Center--Quinn Library,AV, 4932 V.1
"John Wayne [videorecording (DVD)] : an American icon / ""Seven sinners"": Universal Pictures, a Joe Pasternak production ; produced by Joe Pasternak ; written by John Meechan, Harry Tugend ; directed by Tay Garnett. ""The shepherd of the hills"": Paramount Pictures ; screenplay by Grover Jones and Stuart Anthony ; directed by Henry Hathaway. ""Pittsburgh"": Universal Pictures ; produced by Charles K. Feldman ; screenplay by Kenneth Gamet, Tom Reed ; directed by Lewis Seiler. ""The conqueror"": RKO Radio Pictures ; presented by Howard Hughes ; directed by Dick Powell. ""Jet pilot"": RKO Teleradio Pictures ; written & produced by Jules Furthman ; directed by Josef von Sternberg.",W DVD 4932 V.1,201608049643,Lincoln Center--Quinn Library,AV, 4932 V.1
"John Wayne [videorecording (DVD)] : an American icon / ""Seven sinners"": Universal Pictures, a Joe Pasternak production ; produced by Joe Pasternak ; written by John Meechan, Harry Tugend ; directed by Tay Garnett. ""The shepherd of the hills"": Paramount Pictures ; screenplay by Grover Jones and Stuart Anthony ; directed by Henry Hathaway. ""Pittsburgh"": Universal Pictures ; produced by Charles K. Feldman ; screenplay by Kenneth Gamet, Tom Reed ; directed by Lewis Seiler. ""The conqueror"": RKO Radio Pictures ; presented by Howard Hughes ; directed by Dick Powell. ""Jet pilot"": RKO Teleradio Pictures ; written & produced by Jules Furthman ; directed by Josef von Sternberg.",W DVD 4932 V.2,201607409186,Lincoln Center--Quinn Library,AV, 4932 V.2
"John Wayne [videorecording (DVD)] : an American icon / ""Seven sinners"": Universal Pictures, a Joe Pasternak production ; produced by Joe Pasternak ; written by John Meechan, Harry Tugend ; directed by Tay Garnett. ""The shepherd of the hills"": Paramount Pictures ; screenplay by Grover Jones and Stuart Anthony ; directed by Henry Hathaway. ""Pittsburgh"": Universal Pictures ; produced by Charles K. Feldman ; screenplay by Kenneth Gamet, Tom Reed ; directed by Lewis Seiler. ""The conqueror"": RKO Radio Pictures ; presented by Howard Hughes ; directed by Dick Powell. ""Jet pilot"": RKO Teleradio Pictures ; written & produced by Jules Furthman ; directed by Josef von Sternberg.",W DVD 4932 V.2,201608049650,Lincoln Center--Quinn Library,AV, 4932 V.2
"Journey to the center of the earth [videorecording (DVD)] / New Line Cinema and Walden Media present ; produced by Charlotte Huggins, Beau Flynn ; screenplay by Michael Weiss and Jennifer Flackett & Mark Levin ; directed by Eric Brevig.",W DVD 9817,201608532754,Lincoln Center--Quinn Library,AV, 9817
"Journey to the center of the earth [videorecording (DVD)] / New Line Cinema and Walden Media present ; produced by Charlotte Huggins, Beau Flynn ; screenplay by Michael Weiss and Jennifer Flackett & Mark Levin ; directed by Eric Brevig.",W DVD 9817,201605518442,Lincoln Center--Quinn Library,AV, 9817
"Journey to the center of the earth [videorecording (DVD)] / New Line Cinema and Walden Media present ; produced by Charlotte Huggins, Beau Flynn ; screenplay by Michael Weiss and Jennifer Flackett & Mark Levin ; directed by Eric Brevig.",W DVD 9817,201605518327,Lincoln Center--Quinn Library,AV, 9817
"Journey to the center of the earth [videorecording (DVD)] / New Line Cinema and Walden Media present ; produced by Charlotte Huggins, Beau Flynn ; screenplay by Michael Weiss and Jennifer Flackett & Mark Levin ; directed by Eric Brevig.",W DVD 9817,201605518681,Lincoln Center--Quinn Library,AV, 9817
"Jules et Jim [videorecording (DVD)] = Jules and Jim / Les Films du carrosse et S.E.D.I.F. ; adaptation et dialogue, François Truffaut et Jean Gruault ; mise en scène, François Truffaut.",W DVD 3069 V.1,201607647843,Lincoln Center--Quinn Library,AV, 3069 V.1
"Jules et Jim [videorecording (DVD)] = Jules and Jim / Les Films du carrosse et S.E.D.I.F. ; adaptation et dialogue, François Truffaut et Jean Gruault ; mise en scène, François Truffaut.",W DVD 3069 V.1,201608529958,Lincoln Center--Quinn Library,AV, 3069 V.1
"Jules et Jim [videorecording (DVD)] = Jules and Jim / Les Films du carrosse et S.E.D.I.F. ; adaptation et dialogue, François Truffaut et Jean Gruault ; mise en scène, François Truffaut.",W DVD 3069 V.2,201607647850,Lincoln Center--Quinn Library,AV, 3069 V.2
"Jules et Jim [videorecording (DVD)] = Jules and Jim / Les Films du carrosse et S.E.D.I.F. ; adaptation et dialogue, François Truffaut et Jean Gruault ; mise en scène, François Truffaut.",W DVD 3069 V.2,201608529966,Lincoln Center--Quinn Library,AV, 3069 V.2
"Julia and Jacques cooking at home [videorecording (DVD)] / A La Carte Communications ; produced by Geoffrey Drummond ; director, Bruce Franchini.",W DVD 2955 V.1,201606952244,Lincoln Center--Quinn Library,AV, 2955 V.1
"Julia and Jacques cooking at home [videorecording (DVD)] / A La Carte Communications ; produced by Geoffrey Drummond ; director, Bruce Franchini.",W DVD 2955 V.1,201607122508,Lincoln Center--Quinn Library,AV, 2955 V.1
"Julia and Jacques cooking at home [videorecording (DVD)] / A La Carte Communications ; produced by Geoffrey Drummond ; director, Bruce Franchini.",W DVD 2955 V.2,201606952251,Lincoln Center--Quinn Library,AV, 2955 V.2
"Julia and Jacques cooking at home [videorecording (DVD)] / A La Carte Communications ; produced by Geoffrey Drummond ; director, Bruce Franchini.",W DVD 2955 V.2,201607122516,Lincoln Center--Quinn Library,AV, 2955 V.2
"Julia and Jacques cooking at home [videorecording (DVD)] / A La Carte Communications ; produced by Geoffrey Drummond ; director, Bruce Franchini.",W DVD 2955 V.3,201606952269,Lincoln Center--Quinn Library,AV, 2955 V.3
"Julia and Jacques cooking at home [videorecording (DVD)] / A La Carte Communications ; produced by Geoffrey Drummond ; director, Bruce Franchini.",W DVD 2955 V.3,201607122524,Lincoln Center--Quinn Library,AV, 2955 V.3
"Julia and Jacques cooking at home [videorecording (DVD)] / A La Carte Communications ; produced by Geoffrey Drummond ; director, Bruce Franchini.",W DVD 2955 V.4,201606952277,Lincoln Center--Quinn Library,AV, 2955 V.4
"Julia and Jacques cooking at home [videorecording (DVD)] / A La Carte Communications ; produced by Geoffrey Drummond ; director, Bruce Franchini.",W DVD 2955 V.4,201607122532,Lincoln Center--Quinn Library,AV, 2955 V.4
"Just another girl on the I.R.T [videorecording (DVD)] / Miramax Films presents ; Truth 24 F.P.S. presents ; a Leslie Harris film ; producer, Erwin Wilson ; written and directed by Leslie Harris.",W DVD 5135,201607430786,Lincoln Center--Quinn Library,AV, 5135
"Just another girl on the I.R.T [videorecording (DVD)] / Miramax Films presents ; Truth 24 F.P.S. presents ; a Leslie Harris film ; producer, Erwin Wilson ; written and directed by Leslie Harris.",W DVD 5135,201609111640,Lincoln Center--Quinn Library,AV, 5135
"Koyaanisqatsi [videorecording (DVD)] = Life out of balance / Metro Goldwyn Mayer ; an IRE presentation ; Francis Ford Coppola presents ; produced & directed by Godfrey Reggio ; associate producers, Lawrence Taub & Mel Lawrence.",W DVD 3156,201607008293,Lincoln Center--Quinn Library,AV, 3156
"Koyaanisqatsi [videorecording (DVD)] = Life out of balance / Metro Goldwyn Mayer ; an IRE presentation ; Francis Ford Coppola presents ; produced & directed by Godfrey Reggio ; associate producers, Lawrence Taub & Mel Lawrence.",W DVD 3156,201607831033,Lincoln Center--Quinn Library,AV, 3156
The last detective [videorecording (DVD)] : complete collection.,"W DVD 10,966 SERIES 4, V.1",201609491943,Lincoln Center--Quinn Library,AV," 10,966 SERIES 4, V.1"
The last detective [videorecording (DVD)] : complete collection.,"W DVD 10,966 SERIES 4, V.1",201609491935,Lincoln Center--Quinn Library,AV," 10,966 SERIES 4, V.1"
"The last waltz [videorecording (DVD)] / directed by Martin Scorsese ; producer, Robbie Robertson.",W DVD 2045,201606817611,Lincoln Center--Quinn Library,AV, 2045
"The last waltz [videorecording (DVD)] / directed by Martin Scorsese ; producer, Robbie Robertson.",W DVD 2045,201606898223,Lincoln Center--Quinn Library,AV, 2045
Laurel and Hardy collection [videorecording (DVD)].,W DVD 4458 V.1,201607326034,Lincoln Center--Quinn Library,AV, 4458 V.1
Laurel and Hardy collection [videorecording (DVD)].,W DVD 4458 V.1,201608151753,Lincoln Center--Quinn Library,AV, 4458 V.1
Laurel and Hardy collection [videorecording (DVD)].,W DVD 4458 V.2,201607326042,Lincoln Center--Quinn Library,AV, 4458 V.2
Laurel and Hardy collection [videorecording (DVD)].,W DVD 4458 V.2,201608151761,Lincoln Center--Quinn Library,AV, 4458 V.2
"Letters to Juliet [videorecording (DVD)] / Summit Entertainment presents ; an Applehead Pictures production, a Mark Canton production ; a film by Gary Winick ; produced by Caroline Kaplan, Ellen Barkin, Mark Canton ; written by Jose Rivera and Tim Sullivan ; directed by Gary Winick.","W DVD 11,241",201609036144,Lincoln Center--Quinn Library,AV," 11,241"
"Letters to Juliet [videorecording (DVD)] / Summit Entertainment presents ; an Applehead Pictures production, a Mark Canton production ; a film by Gary Winick ; produced by Caroline Kaplan, Ellen Barkin, Mark Canton ; written by Jose Rivera and Tim Sullivan ; directed by Gary Winick.","W DVD 11,241",201605514235,Lincoln Center--Quinn Library,AV," 11,241"
Liberace [videorecording (DVD)] : the ultimate entertainer / Dastar presents a Timeless Media Group production.,W DVD 9450,201608440008,Lincoln Center--Quinn Library,AV, 9450
Liberace [videorecording (DVD)] : the ultimate entertainer / Dastar presents a Timeless Media Group production.,W DVD 9450,201608440016,Lincoln Center--Quinn Library,AV, 9450
Liberace [videorecording (DVD)] : the ultimate entertainer / Dastar presents a Timeless Media Group production.,W DVD 9450,201608440024,Lincoln Center--Quinn Library,AV, 9450
"The libertine [videorecording (DVD)] / Mr. Mudd ; Isle of Man Film Commission ; First Choice Films 2004 ; Isle of Man Film Ltd. ; Odyssey Entertainment Ltd. ; produced by Lianne Halfon, John Malkovich, Russell Smith ; screenplay by Stephen Jeffreys ; directed by Laurence Dunmore.",W DVD 5068,201607423179,Lincoln Center--Quinn Library,AV, 5068
"The libertine [videorecording (DVD)] / Mr. Mudd ; Isle of Man Film Commission ; First Choice Films 2004 ; Isle of Man Film Ltd. ; Odyssey Entertainment Ltd. ; produced by Lianne Halfon, John Malkovich, Russell Smith ; screenplay by Stephen Jeffreys ; directed by Laurence Dunmore.",W DVD 5068,201606325227,Lincoln Center--Quinn Library,AV, 5068
"The libertine [videorecording (DVD)] / Mr. Mudd ; Isle of Man Film Commission ; First Choice Films 2004 ; Isle of Man Film Ltd. ; Odyssey Entertainment Ltd. ; produced by Lianne Halfon, John Malkovich, Russell Smith ; screenplay by Stephen Jeffreys ; directed by Laurence Dunmore.",W DVD 5068,201606325524,Lincoln Center--Quinn Library,AV, 5068
"The Life & times of Allen Ginsberg [videorecording (DVD)] / a film by Jerry Aronson ; editors, Nathaniel Dorsky, Jerry Aronson.","W DVD 7955, V.1",201608131417,Lincoln Center--Quinn Library,AV," 7955, V.1"
"The Life & times of Allen Ginsberg [videorecording (DVD)] / a film by Jerry Aronson ; editors, Nathaniel Dorsky, Jerry Aronson.","W DVD 7955, V.1",201608131425,Lincoln Center--Quinn Library,AV," 7955, V.1"
Light keeps me company [videorecording (DVD)] = Ljuset haller mig sallskap / directed by Carl-Gustaf Nykvist.,W DVD 7269,201607999061,Lincoln Center--Quinn Library,AV, 7269
Light keeps me company [videorecording (DVD)] = Ljuset haller mig sallskap / directed by Carl-Gustaf Nykvist.,W DVD 7269,201608726331,Lincoln Center--Quinn Library,AV, 7269
Little Britain. The complete third series [videorecording (DVD)] / BBC ; written by David Williams and Matt Lucas ; produced by Geoff Posner ; directed by Declan Lowney.,W DVD 3328 THIRD SERIES V.1,201607688268,Lincoln Center--Quinn Library,AV, 3328 THIRD SERIES V.1
Little Britain. The complete third series [videorecording (DVD)] / BBC ; written by David Williams and Matt Lucas ; produced by Geoff Posner ; directed by Declan Lowney.,W DVD 3328 THIRD SERIES V.1,201607688276,Lincoln Center--Quinn Library,AV, 3328 THIRD SERIES V.1
Little Dieter needs to fly [videorecording (DVD)] / a film by Werner Herzog with Dieter Dengler ; Werner Herzog Filmproduktion.,W DVD 6022 V.5,201607795410,Lincoln Center--Quinn Library,AV, 6022 V.5
"Lone star [videorecording (DVD)] / Castle Rock Entertainment presents a Rio Dulce production ; produced by R. Paul Miller and Maggie Renzi ; written, directed and edited by John Sayles.",WILLIAMS P.C,201606343055,Lincoln Center--Quinn Library,AV,AMS P.C
"Love Jones [videorecording (DVD)] / New Line Cinema presents ; written and directed by Theodore Witcher ; an Addis-Wechsler production ; produced by Nick Wechsler, Jeremiah Samuels.",W DVD 8709,201608261297,Lincoln Center--Quinn Library,AV, 8709
"Love Jones [videorecording (DVD)] / New Line Cinema presents ; written and directed by Theodore Witcher ; an Addis-Wechsler production ; produced by Nick Wechsler, Jeremiah Samuels.",W DVD 8709,201609178813,Lincoln Center--Quinn Library,AV, 8709
"Love's labour's lost [videorecording (DVD)] : a romantic musical comedy / Intermedia ; the Shakespeare Film Company ; Stanley Donen and Martin Scorsese present a Miramax Films and Intermedia Films presentation ; in association with Pathé Pictures, the Arts Council of England and Le Studio Canal Plus ; a Shakespeare Film Company production ; produced by David Barron, Kenneth Branagh ; adapted for the screen and directed by Kenneth Branagh.",W DVD 2819,201606905374,Lincoln Center--Quinn Library,AV, 2819
"Love's labour's lost [videorecording (DVD)] : a romantic musical comedy / Intermedia ; the Shakespeare Film Company ; Stanley Donen and Martin Scorsese present a Miramax Films and Intermedia Films presentation ; in association with Pathé Pictures, the Arts Council of England and Le Studio Canal Plus ; a Shakespeare Film Company production ; produced by David Barron, Kenneth Branagh ; adapted for the screen and directed by Kenneth Branagh.",W DVD 2819,201602938296,Lincoln Center--Quinn Library,AV, 2819
"Los lunes al sol [videorecording (DVD)] = Mondays in the sun / Sogepaq presenta una produccíon Elías Querejeta y Jaume Roures, MediaPro en coproduccion con Jerome Vidal, Quo Vadis Cinema en coproduccion con Andrea Occhipinti, Eyescreen S.R.L. y Televisión de Galicia, S.A. con la participación de Via Digital ... ; produced by Elías Querejeta, Jaume Roures ; guión, Fernando León Aranoa, Ignacio del Moral ; direccíon, Fernando León de Aranoa.",W DVD 6407,201607844473,Lincoln Center--Quinn Library,AV, 6407
"Los lunes al sol [videorecording (DVD)] = Mondays in the sun / Sogepaq presenta una produccíon Elías Querejeta y Jaume Roures, MediaPro en coproduccion con Jerome Vidal, Quo Vadis Cinema en coproduccion con Andrea Occhipinti, Eyescreen S.R.L. y Televisión de Galicia, S.A. con la participación de Via Digital ... ; produced by Elías Querejeta, Jaume Roures ; guión, Fernando León Aranoa, Ignacio del Moral ; direccíon, Fernando León de Aranoa.",W DVD 6407,201607999863,Lincoln Center--Quinn Library,AV, 6407
"Los lunes al sol [videorecording (DVD)] = Mondays in the sun / Sogepaq presenta una produccíon Elías Querejeta y Jaume Roures, MediaPro en coproduccion con Jerome Vidal, Quo Vadis Cinema en coproduccion con Andrea Occhipinti, Eyescreen S.R.L. y Televisión de Galicia, S.A. con la participación de Via Digital ... ; produced by Elías Querejeta, Jaume Roures ; guión, Fernando León Aranoa, Ignacio del Moral ; direccíon, Fernando León de Aranoa.",W DVD 6407,201607999871,Lincoln Center--Quinn Library,AV, 6407
"Los lunes al sol [videorecording (DVD)] = Mondays in the sun / Sogepaq presenta una produccíon Elías Querejeta y Jaume Roures, MediaPro en coproduccion con Jerome Vidal, Quo Vadis Cinema en coproduccion con Andrea Occhipinti, Eyescreen S.R.L. y Televisión de Galicia, S.A. con la participación de Via Digital ... ; produced by Elías Querejeta, Jaume Roures ; guión, Fernando León Aranoa, Ignacio del Moral ; direccíon, Fernando León de Aranoa.",W DVD 6407,201607999889,Lincoln Center--Quinn Library,AV, 6407
"Ma nuit chez Maud [videorecording (DVD)] = My night with Maud / [presentée par] Les Films du Losange, Barbet Schroeder et Pierre Cottrell ; production, Alfred de Graaff, Pierre Grimberg ; [written and directed by] Eric Rohmer.",W DVD 1960,201606795445,Lincoln Center--Quinn Library,AV, 1960
"Ma nuit chez Maud [videorecording (DVD)] = My night with Maud / [presentée par] Les Films du Losange, Barbet Schroeder et Pierre Cottrell ; production, Alfred de Graaff, Pierre Grimberg ; [written and directed by] Eric Rohmer.",W DVD 1960,201608369488,Lincoln Center--Quinn Library,AV, 1960
Macbeth [videorecording (DVD)] / by William Shakespeare ; a BBC Television production in association with Time-Life Television ; produced by Shaun Sutton ; directed by Jack Gold.,W DVD 1017,201606328841,Lincoln Center--Quinn Library,AV, 1017
Macbeth [videorecording (DVD)] / by William Shakespeare ; a BBC Television production in association with Time-Life Television ; produced by Shaun Sutton ; directed by Jack Gold.,W DVD 1017,201607808791,Lincoln Center--Quinn Library,AV, 1017
The Maid of Orleans [videorecording (DVD)] : the Bolshoi Opera.,W DVD 4868,201607405473,Lincoln Center--Quinn Library,AV, 4868
The Maid of Orleans [videorecording (DVD)] : the Bolshoi Opera.,W DVD 4868,201608538595,Lincoln Center--Quinn Library,AV, 4868
"The Maltese falcon [videorecording (DVD)] / First National Pictures Inc. ; Warner Bros. Pictures ; screenplay, John Huston ; directed by John Huston.",W DVD 5387 V.1,201607599481,Lincoln Center--Quinn Library,AV, 5387 V.1
"The Maltese falcon [videorecording (DVD)] / First National Pictures Inc. ; Warner Bros. Pictures ; screenplay, John Huston ; directed by John Huston.",W DVD 5387 V.1,201608104943,Lincoln Center--Quinn Library,AV, 5387 V.1
"The Maltese falcon [videorecording (DVD)] / First National Pictures Inc. ; Warner Bros. Pictures ; screenplay, John Huston ; directed by John Huston.",W DVD 5387 V.2,201607599499,Lincoln Center--Quinn Library,AV, 5387 V.2
"The Maltese falcon [videorecording (DVD)] / First National Pictures Inc. ; Warner Bros. Pictures ; screenplay, John Huston ; directed by John Huston.",W DVD 5387 V.2,201608104950,Lincoln Center--Quinn Library,AV, 5387 V.2
"The Maltese falcon [videorecording (DVD)] / First National Pictures Inc. ; Warner Bros. Pictures ; screenplay, John Huston ; directed by John Huston.",W DVD 5387 V.3,201607599507,Lincoln Center--Quinn Library,AV, 5387 V.3
"The Maltese falcon [videorecording (DVD)] / First National Pictures Inc. ; Warner Bros. Pictures ; screenplay, John Huston ; directed by John Huston.",W DVD 5387 V.3,201608104968,Lincoln Center--Quinn Library,AV, 5387 V.3
A man and a woman [videorecording (DVD)] = Un Homme et une femme / Films 13 ; [director] Claude Lelouch.,W DVD 971,201606203614,Lincoln Center--Quinn Library,AV, 971
A man and a woman [videorecording (DVD)] = Un Homme et une femme / Films 13 ; [director] Claude Lelouch.,W DVD 971,201607898669,Lincoln Center--Quinn Library,AV, 971
The man who came to dinner [videorecording (DVD)] / Warner Bros. presents a Warner Bros.-First National Picture ; produced by Sam H. Harris ; screenplay by Julius J. and Philip G. Epstein ; directed by William Keighley.,W DVD 4944,201607409053,Lincoln Center--Quinn Library,AV, 4944
The man who came to dinner [videorecording (DVD)] / Warner Bros. presents a Warner Bros.-First National Picture ; produced by Sam H. Harris ; screenplay by Julius J. and Philip G. Epstein ; directed by William Keighley.,W DVD 4944,201607424359,Lincoln Center--Quinn Library,AV, 4944
The man who fell to earth [videorecording (DVD)] / Michael Deeley and Barry Spikings present for British Lion Films ; screenplay by Paul Mayersberg ; produced by Michael Deeley and Barry Spikings ; directed by Nicolas Roeg.,W DVD 2708 V. 1,201606897191,Lincoln Center--Quinn Library,AV, 2708 V. 1
The man who fell to earth [videorecording (DVD)] / Michael Deeley and Barry Spikings present for British Lion Films ; screenplay by Paul Mayersberg ; produced by Michael Deeley and Barry Spikings ; directed by Nicolas Roeg.,W DVD 2708 V. 1,201601971140,Lincoln Center--Quinn Library,AV, 2708 V. 1
The man who fell to earth [videorecording (DVD)] / Michael Deeley and Barry Spikings present for British Lion Films ; screenplay by Paul Mayersberg ; produced by Michael Deeley and Barry Spikings ; directed by Nicolas Roeg.,W DVD 2708 V. 2,201606897209,Lincoln Center--Quinn Library,AV, 2708 V. 2
The man who fell to earth [videorecording (DVD)] / Michael Deeley and Barry Spikings present for British Lion Films ; screenplay by Paul Mayersberg ; produced by Michael Deeley and Barry Spikings ; directed by Nicolas Roeg.,W DVD 2708 V. 2,201601971132,Lincoln Center--Quinn Library,AV, 2708 V. 2
"The Man who never was [videorecording (DVD)] / screenplay by Nigel Balchin ; produced by André Hakim ; directed by Ronald Neame ; Sumar Film Productions, Ltd.",W DVD 2911,201606925539,Lincoln Center--Quinn Library,AV, 2911
"The Man who never was [videorecording (DVD)] / screenplay by Nigel Balchin ; produced by André Hakim ; directed by Ronald Neame ; Sumar Film Productions, Ltd.",W DVD 2911,201609492180,Lincoln Center--Quinn Library,AV, 2911
The Manchurian candidate [videorecording (DVD)] / United Artists Pictures Inc. ; M.C. Productions ; screenplay by George Axelrod ; produced by George Axelrod and John Frankenheimer ; directed by John Frankenheimer.,W DVD 87,201606203457,Lincoln Center--Quinn Library,RESERVE-LC, 87
The Manchurian candidate [videorecording (DVD)] / United Artists Pictures Inc. ; M.C. Productions ; screenplay by George Axelrod ; produced by George Axelrod and John Frankenheimer ; directed by John Frankenheimer.,W DVD 87,201606673733,Lincoln Center--Quinn Library,AV, 87
The Manchurian candidate [videorecording (DVD)] / United Artists Pictures Inc. ; M.C. Productions ; screenplay by George Axelrod ; produced by George Axelrod and John Frankenheimer ; directed by John Frankenheimer.,W DVD 87,201606333791,Lincoln Center--Quinn Library,AV, 87
The Manchurian candidate [videorecording (DVD)] / United Artists Pictures Inc. ; M.C. Productions ; screenplay by George Axelrod ; produced by George Axelrod and John Frankenheimer ; directed by John Frankenheimer.,W DVD 87,201606333783,Lincoln Center--Quinn Library,AV, 87
"Manufacturing consent [videorecording (DVD)] : Noam Chomsky and the media / Necessary Illusions in co-production with National Film Board of Canada ; producer and director, Mark Achbar, Peter Wintonick ; producer, Adam Symansky.",W DVD 1047,201605615495,Lincoln Center--Quinn Library,AV, 1047
"Manufacturing consent [videorecording (DVD)] : Noam Chomsky and the media / Necessary Illusions in co-production with National Film Board of Canada ; producer and director, Mark Achbar, Peter Wintonick ; producer, Adam Symansky.",W DVD 1047,201606611881,Lincoln Center--Quinn Library,AV, 1047
"Matrix reloaded [videorecording (DVD)] / NPV Entertainment ; Silver Pictures ; Village Roadshow Pictures ; Warner Bros. ; producer, Joel Silver ; writers, The Wachowski Brothers ; directors, Andy Wachowski, Larry Wachowski.",W DVD 952 V.1,201606327363,Lincoln Center--Quinn Library,AV, 952 V.1
"Matrix reloaded [videorecording (DVD)] / NPV Entertainment ; Silver Pictures ; Village Roadshow Pictures ; Warner Bros. ; producer, Joel Silver ; writers, The Wachowski Brothers ; directors, Andy Wachowski, Larry Wachowski.",W DVD 952 V.1,201606329740,Lincoln Center--Quinn Library,AV, 952 V.1
"Matrix reloaded [videorecording (DVD)] / NPV Entertainment ; Silver Pictures ; Village Roadshow Pictures ; Warner Bros. ; producer, Joel Silver ; writers, The Wachowski Brothers ; directors, Andy Wachowski, Larry Wachowski.",W DVD 952 V.2,201606194094,Lincoln Center--Quinn Library,AV, 952 V.2
"Matrix reloaded [videorecording (DVD)] / NPV Entertainment ; Silver Pictures ; Village Roadshow Pictures ; Warner Bros. ; producer, Joel Silver ; writers, The Wachowski Brothers ; directors, Andy Wachowski, Larry Wachowski.",W DVD 952 V.2,201606329732,Lincoln Center--Quinn Library,AV, 952 V.2
"The matrix revolutions [videorecording (DVD)] / Warner Bros. ; Village Roadshow Pictures ; NPV Entertainment ; Silver Pictures ; producer, Joel Silver ; written by the Wachowski Brothers ; directed by the Wachowski Brothers.",W DVD 4506 V.1,201607349168,Lincoln Center--Quinn Library,AV, 4506 V.1
"The matrix revolutions [videorecording (DVD)] / Warner Bros. ; Village Roadshow Pictures ; NPV Entertainment ; Silver Pictures ; producer, Joel Silver ; written by the Wachowski Brothers ; directed by the Wachowski Brothers.",W DVD 4506 V.1,201606329724,Lincoln Center--Quinn Library,AV, 4506 V.1
"The matrix revolutions [videorecording (DVD)] / Warner Bros. ; Village Roadshow Pictures ; NPV Entertainment ; Silver Pictures ; producer, Joel Silver ; written by the Wachowski Brothers ; directed by the Wachowski Brothers.",W DVD 4506 V.2,201607349176,Lincoln Center--Quinn Library,AV, 4506 V.2
"The matrix revolutions [videorecording (DVD)] / Warner Bros. ; Village Roadshow Pictures ; NPV Entertainment ; Silver Pictures ; producer, Joel Silver ; written by the Wachowski Brothers ; directed by the Wachowski Brothers.",W DVD 4506 V.2,201606329716,Lincoln Center--Quinn Library,AV, 4506 V.2
Medium cool [videorecording (DVD)] / Paramount ; produced by Tully Friedman ; written and directed by Haskell Wexler.,W DVD 3731,201607152638,Lincoln Center--Quinn Library,AV, 3731
Medium cool [videorecording (DVD)] / Paramount ; produced by Tully Friedman ; written and directed by Haskell Wexler.,W DVD 3731,201607180191,Lincoln Center--Quinn Library,AV, 3731
Melinda and Melinda [videorecording (DVD)] / Fox Searchlight Pictures presents a Gravier Production ; produced by Letty Aronson ; written and directed by Woody Allen.,W DVD 3611,201607122227,Lincoln Center--Quinn Library,AV, 3611
Melinda and Melinda [videorecording (DVD)] / Fox Searchlight Pictures presents a Gravier Production ; produced by Letty Aronson ; written and directed by Woody Allen.,W DVD 3611,201609167725,Lincoln Center--Quinn Library,AV, 3611
"The merchant of Venice [videorecording (DVD)] / by William Shakespeare ; a BBC Television production in association with Time-Life Television ; producer, Jonathan Miller ; director, Jack Gold.",W DVD 2698,201606897340,Lincoln Center--Quinn Library,AV, 2698
"The merchant of Venice [videorecording (DVD)] / by William Shakespeare ; a BBC Television production in association with Time-Life Television ; producer, Jonathan Miller ; director, Jack Gold.",W DVD 2698,201607829235,Lincoln Center--Quinn Library,AV, 2698
Michael Collins [videorecording (DVD)] / Geffen Pictures.,W DVD 2395,201606321549,Lincoln Center--Quinn Library,AV, 2395
Michael Collins [videorecording (DVD)] / Geffen Pictures.,W DVD 2395,201606321697,Lincoln Center--Quinn Library,AV, 2395
Michael Collins [videorecording (DVD)] / Geffen Pictures.,W DVD 2395,201606321689,Lincoln Center--Quinn Library,AV, 2395
Michael Collins [videorecording (DVD)] / Geffen Pictures.,W DVD 2395,201606870453,Lincoln Center--Quinn Library,AV, 2395
"Midnight movies [videorecording (DVD)] : from the margin to the mainstream / Starz Encore Entertainment, Mpix and Movie Central presents ; produced, written and directed by Stuart Samuels.",W DVD 7790,201608105122,Lincoln Center--Quinn Library,AV, 7790
"Midnight movies [videorecording (DVD)] : from the margin to the mainstream / Starz Encore Entertainment, Mpix and Movie Central presents ; produced, written and directed by Stuart Samuels.",W DVD 7790,201609177401,Lincoln Center--Quinn Library,AV, 7790
"A midsummer night's dream [videorecording (DVD)] / by William Shakespeare ; a BBC Television production in association with Time-Life Television ; producer, Jonathan Miller ; director, Elijah Moshinsky.",W DVD 2697,201606897357,Lincoln Center--Quinn Library,AV, 2697
"A midsummer night's dream [videorecording (DVD)] / by William Shakespeare ; a BBC Television production in association with Time-Life Television ; producer, Jonathan Miller ; director, Elijah Moshinsky.",W DVD 2697,201607829243,Lincoln Center--Quinn Library,AV, 2697
