marcEntry,callNumber,itemID,library,location
Jericho of Scotland Yard. Series 1 & 2 [videorecording (DVD)].,W DVD 7862 V. 4,0201609492743,Lincoln Center--Quinn Library,AV
JFK [videorecording (DVD)].,W DVD 1094 V.2,0201606227928,Lincoln Center--Quinn Library,AV
JFK [videorecording (DVD)].,W DVD 1094 V.2,0201604664130,Lincoln Center--Quinn Library,AV
JFK [videorecording (DVD)].,W DVD 1094 V.1,0201606227910,Lincoln Center--Quinn Library,AV
JFK [videorecording (DVD)].,W DVD 1094 V.1,0201606710758,Lincoln Center--Quinn Library,AV
JFK [videorecording (DVD)].,W DVD 1094 V.1,0201606320491,Lincoln Center--Quinn Library,AV
Jian gui [videorecording (DVD)] = The eye / Applause Pictures and Raintree Pictures present an Applause Pictures production of a Pang Brothers film ; directed by Oxide and Danny Pang ; produced by Peter Ho-Sun Chan and Lawrence Cheng.,W DVD 966,0201606203606,Lincoln Center--Quinn Library,AV
Jian gui [videorecording (DVD)] = The eye / Applause Pictures and Raintree Pictures present an Applause Pictures production of a Pang Brothers film ; directed by Oxide and Danny Pang ; produced by Peter Ho-Sun Chan and Lawrence Cheng.,W DVD 966,0201609178789,Lincoln Center--Quinn Library,AV
"Jodhaa Akbar [videorecording (DVD)] / UTV Motion Pictures and Ashutosh Gowariker Productions present ; produced by Ronnie Screwvala and Ashutosh Gowariker ; an Ashutosh Gowariker film ; directed by Ashutosh Gowariker ; story, Haidar Ali ; screeplay, Haidar Ali & Ashutosh Gowariker ; dialogues, K.P. Saxena.","W DVD 10,322, DISC 1",0201608729780,Lincoln Center--Quinn Library,AV
"Jodhaa Akbar [videorecording (DVD)] / UTV Motion Pictures and Ashutosh Gowariker Productions present ; produced by Ronnie Screwvala and Ashutosh Gowariker ; an Ashutosh Gowariker film ; directed by Ashutosh Gowariker ; story, Haidar Ali ; screeplay, Haidar Ali & Ashutosh Gowariker ; dialogues, K.P. Saxena.","W DVD 10,322, DISC 1",0201608729830,Lincoln Center--Quinn Library,AV
"Jodhaa Akbar [videorecording (DVD)] / UTV Motion Pictures and Ashutosh Gowariker Productions present ; produced by Ronnie Screwvala and Ashutosh Gowariker ; an Ashutosh Gowariker film ; directed by Ashutosh Gowariker ; story, Haidar Ali ; screeplay, Haidar Ali & Ashutosh Gowariker ; dialogues, K.P. Saxena.","W DVD 10,322, DISC 2",0201608729798,Lincoln Center--Quinn Library,AV
"Jodhaa Akbar [videorecording (DVD)] / UTV Motion Pictures and Ashutosh Gowariker Productions present ; produced by Ronnie Screwvala and Ashutosh Gowariker ; an Ashutosh Gowariker film ; directed by Ashutosh Gowariker ; story, Haidar Ali ; screeplay, Haidar Ali & Ashutosh Gowariker ; dialogues, K.P. Saxena.","W DVD 10,322, DISC 2",0201608729848,Lincoln Center--Quinn Library,AV
"Jodhaa Akbar [videorecording (DVD)] / UTV Motion Pictures and Ashutosh Gowariker Productions present ; produced by Ronnie Screwvala and Ashutosh Gowariker ; an Ashutosh Gowariker film ; directed by Ashutosh Gowariker ; story, Haidar Ali ; screeplay, Haidar Ali & Ashutosh Gowariker ; dialogues, K.P. Saxena.","W DVD 10,322, DISC 3",0201608729806,Lincoln Center--Quinn Library,AV
"Jodhaa Akbar [videorecording (DVD)] / UTV Motion Pictures and Ashutosh Gowariker Productions present ; produced by Ronnie Screwvala and Ashutosh Gowariker ; an Ashutosh Gowariker film ; directed by Ashutosh Gowariker ; story, Haidar Ali ; screeplay, Haidar Ali & Ashutosh Gowariker ; dialogues, K.P. Saxena.","W DVD 10,322, DISC 3",0201608729855,Lincoln Center--Quinn Library,AV
Joe the king [videorecording (DVD)] / a 49th Parallel Productions/Forensic-391 Films/Lower East Side Films production.,W DVD 5612,0201607680356,Lincoln Center--Quinn Library,AV
Joe the king [videorecording (DVD)] / a 49th Parallel Productions/Forensic-391 Films/Lower East Side Films production.,W DVD 5612,0201607899618,Lincoln Center--Quinn Library,AV
John Paul II [videorecording (DVD)] : the millennial Pope / a Frontline coproduction with Helen Whitney Productions ; produced by Helen Whitney ; written by Helen Whitney & Jane Barnes.,W DVD 2325,0201606870057,Lincoln Center--Quinn Library,AV
John Paul II [videorecording (DVD)] : the millennial Pope / a Frontline coproduction with Helen Whitney Productions ; produced by Helen Whitney ; written by Helen Whitney & Jane Barnes.,W DVD 2325,0201606886343,Lincoln Center--Quinn Library,AV
"John Wayne [videorecording (DVD)] : an American icon / ""Seven sinners"": Universal Pictures, a Joe Pasternak production ; produced by Joe Pasternak ; written by John Meechan, Harry Tugend ; directed by Tay Garnett. ""The shepherd of the hills"": Paramount Pictures ; screenplay by Grover Jones and Stuart Anthony ; directed by Henry Hathaway. ""Pittsburgh"": Universal Pictures ; produced by Charles K. Feldman ; screenplay by Kenneth Gamet, Tom Reed ; directed by Lewis Seiler. ""The conqueror"": RKO Radio Pictures ; presented by Howard Hughes ; directed by Dick Powell. ""Jet pilot"": RKO Teleradio Pictures ; written & produced by Jules Furthman ; directed by Josef von Sternberg.",W DVD 4932 V.1,0201607409178,Lincoln Center--Quinn Library,AV
"John Wayne [videorecording (DVD)] : an American icon / ""Seven sinners"": Universal Pictures, a Joe Pasternak production ; produced by Joe Pasternak ; written by John Meechan, Harry Tugend ; directed by Tay Garnett. ""The shepherd of the hills"": Paramount Pictures ; screenplay by Grover Jones and Stuart Anthony ; directed by Henry Hathaway. ""Pittsburgh"": Universal Pictures ; produced by Charles K. Feldman ; screenplay by Kenneth Gamet, Tom Reed ; directed by Lewis Seiler. ""The conqueror"": RKO Radio Pictures ; presented by Howard Hughes ; directed by Dick Powell. ""Jet pilot"": RKO Teleradio Pictures ; written & produced by Jules Furthman ; directed by Josef von Sternberg.",W DVD 4932 V.1,0201608049643,Lincoln Center--Quinn Library,AV
"John Wayne [videorecording (DVD)] : an American icon / ""Seven sinners"": Universal Pictures, a Joe Pasternak production ; produced by Joe Pasternak ; written by John Meechan, Harry Tugend ; directed by Tay Garnett. ""The shepherd of the hills"": Paramount Pictures ; screenplay by Grover Jones and Stuart Anthony ; directed by Henry Hathaway. ""Pittsburgh"": Universal Pictures ; produced by Charles K. Feldman ; screenplay by Kenneth Gamet, Tom Reed ; directed by Lewis Seiler. ""The conqueror"": RKO Radio Pictures ; presented by Howard Hughes ; directed by Dick Powell. ""Jet pilot"": RKO Teleradio Pictures ; written & produced by Jules Furthman ; directed by Josef von Sternberg.",W DVD 4932 V.2,0201607409186,Lincoln Center--Quinn Library,AV
"John Wayne [videorecording (DVD)] : an American icon / ""Seven sinners"": Universal Pictures, a Joe Pasternak production ; produced by Joe Pasternak ; written by John Meechan, Harry Tugend ; directed by Tay Garnett. ""The shepherd of the hills"": Paramount Pictures ; screenplay by Grover Jones and Stuart Anthony ; directed by Henry Hathaway. ""Pittsburgh"": Universal Pictures ; produced by Charles K. Feldman ; screenplay by Kenneth Gamet, Tom Reed ; directed by Lewis Seiler. ""The conqueror"": RKO Radio Pictures ; presented by Howard Hughes ; directed by Dick Powell. ""Jet pilot"": RKO Teleradio Pictures ; written & produced by Jules Furthman ; directed by Josef von Sternberg.",W DVD 4932 V.2,0201608049650,Lincoln Center--Quinn Library,AV
"Journal d'un curé de campagne [videorecording (DVD)] = Diary of a country priest / Union Générale Cinématographique (UGC) ; Janus Films ; producers, Léon Carré, Robert Sussfeld ; writer, Robert Bresson ; director, Robert Bresson.",W DVD 1239,0201606328833,Lincoln Center--Quinn Library,AV
"Journal d'un curé de campagne [videorecording (DVD)] = Diary of a country priest / Union Générale Cinématographique (UGC) ; Janus Films ; producers, Léon Carré, Robert Sussfeld ; writer, Robert Bresson ; director, Robert Bresson.",W DVD 1239,0201608368043,Lincoln Center--Quinn Library,AV
"Journey of man [videorecording (DVD)] / produced by Tigress, in association with PBS and National Geographic Channels International ; producer, Jennifer Beamish ; director, Clive Maltby.",W DVD 2199,0201606837445,Lincoln Center--Quinn Library,AV
"Journey of man [videorecording (DVD)] / produced by Tigress, in association with PBS and National Geographic Channels International ; producer, Jennifer Beamish ; director, Clive Maltby.",W DVD 2199,0201608132175,Lincoln Center--Quinn Library,AV
"Journey to the center of the earth [videorecording (DVD)] / New Line Cinema and Walden Media present ; produced by Charlotte Huggins, Beau Flynn ; screenplay by Michael Weiss and Jennifer Flackett & Mark Levin ; directed by Eric Brevig.",W DVD 9817,0201608532754,Lincoln Center--Quinn Library,AV
"Journey to the center of the earth [videorecording (DVD)] / New Line Cinema and Walden Media present ; produced by Charlotte Huggins, Beau Flynn ; screenplay by Michael Weiss and Jennifer Flackett & Mark Levin ; directed by Eric Brevig.",W DVD 9817,0201605518442,Lincoln Center--Quinn Library,AV
"Journey to the center of the earth [videorecording (DVD)] / New Line Cinema and Walden Media present ; produced by Charlotte Huggins, Beau Flynn ; screenplay by Michael Weiss and Jennifer Flackett & Mark Levin ; directed by Eric Brevig.",W DVD 9817,0201605518327,Lincoln Center--Quinn Library,AV
"Journey to the center of the earth [videorecording (DVD)] / New Line Cinema and Walden Media present ; produced by Charlotte Huggins, Beau Flynn ; screenplay by Michael Weiss and Jennifer Flackett & Mark Levin ; directed by Eric Brevig.",W DVD 9817,0201605518681,Lincoln Center--Quinn Library,AV
"Judgment at Nuremberg [videorecording (DVD)] / Roxlom ; United Artists ; producer, Stanley Kramer ; screenplay, Abby Mann ; directed by Stanley Kramer.",W DVD 1533,0201606612178,Lincoln Center--Quinn Library,AV
"Judgment at Nuremberg [videorecording (DVD)] / Roxlom ; United Artists ; producer, Stanley Kramer ; screenplay, Abby Mann ; directed by Stanley Kramer.",W DVD 1533,0201609348218,Lincoln Center--Quinn Library,AV
"Jules et Jim [videorecording (DVD)] = Jules and Jim / Les Films du carrosse et S.E.D.I.F. ; adaptation et dialogue, François Truffaut et Jean Gruault ; mise en scène, François Truffaut.",W DVD 3069 V.1,0201607647843,Lincoln Center--Quinn Library,AV
"Jules et Jim [videorecording (DVD)] = Jules and Jim / Les Films du carrosse et S.E.D.I.F. ; adaptation et dialogue, François Truffaut et Jean Gruault ; mise en scène, François Truffaut.",W DVD 3069 V.1,0201608529958,Lincoln Center--Quinn Library,AV
"Jules et Jim [videorecording (DVD)] = Jules and Jim / Les Films du carrosse et S.E.D.I.F. ; adaptation et dialogue, François Truffaut et Jean Gruault ; mise en scène, François Truffaut.",W DVD 3069 V.2,0201607647850,Lincoln Center--Quinn Library,AV
"Jules et Jim [videorecording (DVD)] = Jules and Jim / Les Films du carrosse et S.E.D.I.F. ; adaptation et dialogue, François Truffaut et Jean Gruault ; mise en scène, François Truffaut.",W DVD 3069 V.2,0201608529966,Lincoln Center--Quinn Library,AV
"Julia and Jacques cooking at home [videorecording (DVD)] / A La Carte Communications ; produced by Geoffrey Drummond ; director, Bruce Franchini.",W DVD 2955 V.1,0201606952244,Lincoln Center--Quinn Library,AV
"Julia and Jacques cooking at home [videorecording (DVD)] / A La Carte Communications ; produced by Geoffrey Drummond ; director, Bruce Franchini.",W DVD 2955 V.1,0201607122508,Lincoln Center--Quinn Library,AV
"Julia and Jacques cooking at home [videorecording (DVD)] / A La Carte Communications ; produced by Geoffrey Drummond ; director, Bruce Franchini.",W DVD 2955 V.2,0201606952251,Lincoln Center--Quinn Library,AV
"Julia and Jacques cooking at home [videorecording (DVD)] / A La Carte Communications ; produced by Geoffrey Drummond ; director, Bruce Franchini.",W DVD 2955 V.2,0201607122516,Lincoln Center--Quinn Library,AV
"Julia and Jacques cooking at home [videorecording (DVD)] / A La Carte Communications ; produced by Geoffrey Drummond ; director, Bruce Franchini.",W DVD 2955 V.3,0201606952269,Lincoln Center--Quinn Library,AV
"Julia and Jacques cooking at home [videorecording (DVD)] / A La Carte Communications ; produced by Geoffrey Drummond ; director, Bruce Franchini.",W DVD 2955 V.3,0201607122524,Lincoln Center--Quinn Library,AV
"Julia and Jacques cooking at home [videorecording (DVD)] / A La Carte Communications ; produced by Geoffrey Drummond ; director, Bruce Franchini.",W DVD 2955 V.4,0201606952277,Lincoln Center--Quinn Library,AV
"Julia and Jacques cooking at home [videorecording (DVD)] / A La Carte Communications ; produced by Geoffrey Drummond ; director, Bruce Franchini.",W DVD 2955 V.4,0201607122532,Lincoln Center--Quinn Library,AV
"Just another girl on the I.R.T [videorecording (DVD)] / Miramax Films presents ; Truth 24 F.P.S. presents ; a Leslie Harris film ; producer, Erwin Wilson ; written and directed by Leslie Harris.",W DVD 5135,0201607430786,Lincoln Center--Quinn Library,AV
"Just another girl on the I.R.T [videorecording (DVD)] / Miramax Films presents ; Truth 24 F.P.S. presents ; a Leslie Harris film ; producer, Erwin Wilson ; written and directed by Leslie Harris.",W DVD 5135,0201609111640,Lincoln Center--Quinn Library,AV
"Kes [videorecording (DVD)] / Woodfall Films presents a Kestrel Films production ; adapted by Barry Hines, Ken Loach, Tony Garnett ; directed by Ken Loach ; produced by Tony Garnett.","W DVD 12,151, BOOKLET",0201609172048,Lincoln Center--Quinn Library,AV
"Kes [videorecording (DVD)] / Woodfall Films presents a Kestrel Films production ; adapted by Barry Hines, Ken Loach, Tony Garnett ; directed by Ken Loach ; produced by Tony Garnett.","W DVD 12,151, BOOKLET",0201609367069,Lincoln Center--Quinn Library,AV
"Kes [videorecording (DVD)] / Woodfall Films presents a Kestrel Films production ; adapted by Barry Hines, Ken Loach, Tony Garnett ; directed by Ken Loach ; produced by Tony Garnett.","W DVD 12,151, DISC 1",0201609172055,Lincoln Center--Quinn Library,AV
"Kes [videorecording (DVD)] / Woodfall Films presents a Kestrel Films production ; adapted by Barry Hines, Ken Loach, Tony Garnett ; directed by Ken Loach ; produced by Tony Garnett.","W DVD 12,151, DISC 1",0201609367044,Lincoln Center--Quinn Library,AV
"Kes [videorecording (DVD)] / Woodfall Films presents a Kestrel Films production ; adapted by Barry Hines, Ken Loach, Tony Garnett ; directed by Ken Loach ; produced by Tony Garnett.","W DVD 12,151, DISC 2",0201609172063,Lincoln Center--Quinn Library,AV
"Kes [videorecording (DVD)] / Woodfall Films presents a Kestrel Films production ; adapted by Barry Hines, Ken Loach, Tony Garnett ; directed by Ken Loach ; produced by Tony Garnett.","W DVD 12,151, DISC 2",0201609367051,Lincoln Center--Quinn Library,AV
"Koyaanisqatsi [videorecording (DVD)] = Life out of balance / Metro Goldwyn Mayer ; an IRE presentation ; Francis Ford Coppola presents ; produced & directed by Godfrey Reggio ; associate producers, Lawrence Taub & Mel Lawrence.",W DVD 3156,0201607008293,Lincoln Center--Quinn Library,AV
"Koyaanisqatsi [videorecording (DVD)] = Life out of balance / Metro Goldwyn Mayer ; an IRE presentation ; Francis Ford Coppola presents ; produced & directed by Godfrey Reggio ; associate producers, Lawrence Taub & Mel Lawrence.",W DVD 3156,0201607831033,Lincoln Center--Quinn Library,AV
"Ladri di biciclette [videorecording (DVD)] = Bicycle thieves / un film P.D.S. - Produzioni De Sica, S.A. ; soggetto di Cesare Zavattini ; scenaggiato da Oreste Biancoli, Vittorio De Sica, Cesare Zavattini, Suso Cecchi d'Amico, Gerardo Guerrieri ; regia, Vittorio De Sica.",W DVD 260 2007 V.1,0201607772518,Lincoln Center--Quinn Library,AV
"Ladri di biciclette [videorecording (DVD)] = Bicycle thieves / un film P.D.S. - Produzioni De Sica, S.A. ; soggetto di Cesare Zavattini ; scenaggiato da Oreste Biancoli, Vittorio De Sica, Cesare Zavattini, Suso Cecchi d'Amico, Gerardo Guerrieri ; regia, Vittorio De Sica.",W DVD 260 2007 V.1,0201605249337,Lincoln Center--Quinn Library,AV
"Ladri di biciclette [videorecording (DVD)] = Bicycle thieves / un film P.D.S. - Produzioni De Sica, S.A. ; soggetto di Cesare Zavattini ; scenaggiato da Oreste Biancoli, Vittorio De Sica, Cesare Zavattini, Suso Cecchi d'Amico, Gerardo Guerrieri ; regia, Vittorio De Sica.",W DVD 260 2007 V.2,0201607772526,Lincoln Center--Quinn Library,AV
"Ladri di biciclette [videorecording (DVD)] = Bicycle thieves / un film P.D.S. - Produzioni De Sica, S.A. ; soggetto di Cesare Zavattini ; scenaggiato da Oreste Biancoli, Vittorio De Sica, Cesare Zavattini, Suso Cecchi d'Amico, Gerardo Guerrieri ; regia, Vittorio De Sica.",W DVD 260 2007 V.2,0201605249329,Lincoln Center--Quinn Library,AV
"The last days [videorecording (DVD)] / [presented by] October Films ; Steven Spielberg and Survivors of the Shoah Visual History Foundation present a Ken Lipper/June Beallor Production ; a film by James Moll ; directed and edited by James Moll ; produced by June Beallor ; produced by Ken Lipper ; executive producer, Steven Spielberg.",W DVD 2814,0201606905465,Lincoln Center--Quinn Library,AV
"The last days [videorecording (DVD)] / [presented by] October Films ; Steven Spielberg and Survivors of the Shoah Visual History Foundation present a Ken Lipper/June Beallor Production ; a film by James Moll ; directed and edited by James Moll ; produced by June Beallor ; produced by Ken Lipper ; executive producer, Steven Spielberg.",W DVD 2814,0201609014943,Lincoln Center--Quinn Library,AV
The last detective [videorecording (DVD)] : complete collection.,"W DVD 10,966 SERIES 4, V.1",0201609491943,Lincoln Center--Quinn Library,AV
The last detective [videorecording (DVD)] : complete collection.,"W DVD 10,966 SERIES 4, V.1",0201609491935,Lincoln Center--Quinn Library,AV
"The last station [videorecording (DVD)] / a Sony Pictures Classics release ; Egoli Tossell Film and Zephyr Films present a Egtoli Tossell Film Halle production ; producers, Chris Curling, Jens Meurer, Bonnie Arnold ; written by Michael Hoffman ; directed by Michael Hoffman.","W DVD 10,838",0201609479757,Lincoln Center--Quinn Library,AV
"The last station [videorecording (DVD)] / a Sony Pictures Classics release ; Egoli Tossell Film and Zephyr Films present a Egtoli Tossell Film Halle production ; producers, Chris Curling, Jens Meurer, Bonnie Arnold ; written by Michael Hoffman ; directed by Michael Hoffman.","W DVD 10,838",0201609489525,Lincoln Center--Quinn Library,AV
"The last waltz [videorecording (DVD)] / directed by Martin Scorsese ; producer, Robbie Robertson.",W DVD 2045,0201606817611,Lincoln Center--Quinn Library,AV
"The last waltz [videorecording (DVD)] / directed by Martin Scorsese ; producer, Robbie Robertson.",W DVD 2045,0201606898223,Lincoln Center--Quinn Library,AV
Laurel and Hardy collection [videorecording (DVD)].,W DVD 4458 V.1,0201607326034,Lincoln Center--Quinn Library,AV
Laurel and Hardy collection [videorecording (DVD)].,W DVD 4458 V.1,0201608151753,Lincoln Center--Quinn Library,AV
Laurel and Hardy collection [videorecording (DVD)].,W DVD 4458 V.2,0201607326042,Lincoln Center--Quinn Library,AV
Laurel and Hardy collection [videorecording (DVD)].,W DVD 4458 V.2,0201608151761,Lincoln Center--Quinn Library,AV
"Das Leben der Anderen [videorecording (DVD)] = The lives of others / Sony Pictures Classics ; eine Wiedemann & Berg Filmproduktion ; im Verleih der Buena Vista International in Coproduktion mit Bayerischer Rundfunk Arte ... ; Buch und Regie, Florian Henckel von Donnersmarck.",W DVD 7198,0201607988411,Lincoln Center--Quinn Library,AV
"Das Leben der Anderen [videorecording (DVD)] = The lives of others / Sony Pictures Classics ; eine Wiedemann & Berg Filmproduktion ; im Verleih der Buena Vista International in Coproduktion mit Bayerischer Rundfunk Arte ... ; Buch und Regie, Florian Henckel von Donnersmarck.",W DVD 7198,0201607999202,Lincoln Center--Quinn Library,AV
"Das Leben der Anderen [videorecording (DVD)] = The lives of others / Sony Pictures Classics ; eine Wiedemann & Berg Filmproduktion ; im Verleih der Buena Vista International in Coproduktion mit Bayerischer Rundfunk Arte ... ; Buch und Regie, Florian Henckel von Donnersmarck.",W DVD 7198,0201608529487,Lincoln Center--Quinn Library,AV
"Legacies of social change [DVD videorecording] : 100 years of professional social work in the U.S. / a production of the Educational Film Center ; produced and directed by Jacqueline Offenbach ; writer, Eric Christenson.",W DVD 8001,0201608132167,Lincoln Center--Quinn Library,AV
"Legacies of social change [DVD videorecording] : 100 years of professional social work in the U.S. / a production of the Educational Film Center ; produced and directed by Jacqueline Offenbach ; writer, Eric Christenson.",W DVD 8001,0201609435338,Lincoln Center--Quinn Library,AV
"Legacies of social change [DVD videorecording] : 100 years of professional social work in the U.S. / a production of the Educational Film Center ; produced and directed by Jacqueline Offenbach ; writer, Eric Christenson.",W DVD 8001,0201609435346,Lincoln Center--Quinn Library,AV
"Letters to Juliet [videorecording (DVD)] / Summit Entertainment presents ; an Applehead Pictures production, a Mark Canton production ; a film by Gary Winick ; produced by Caroline Kaplan, Ellen Barkin, Mark Canton ; written by Jose Rivera and Tim Sullivan ; directed by Gary Winick.","W DVD 11,241",0201609036144,Lincoln Center--Quinn Library,AV
"Letters to Juliet [videorecording (DVD)] / Summit Entertainment presents ; an Applehead Pictures production, a Mark Canton production ; a film by Gary Winick ; produced by Caroline Kaplan, Ellen Barkin, Mark Canton ; written by Jose Rivera and Tim Sullivan ; directed by Gary Winick.","W DVD 11,241",0201605514235,Lincoln Center--Quinn Library,AV
Liberace [videorecording (DVD)] : the ultimate entertainer / Dastar presents a Timeless Media Group production.,W DVD 9450,0201608440008,Lincoln Center--Quinn Library,AV
Liberace [videorecording (DVD)] : the ultimate entertainer / Dastar presents a Timeless Media Group production.,W DVD 9450,0201608440016,Lincoln Center--Quinn Library,AV
Liberace [videorecording (DVD)] : the ultimate entertainer / Dastar presents a Timeless Media Group production.,W DVD 9450,0201608440024,Lincoln Center--Quinn Library,AV
"The libertine [videorecording (DVD)] / Mr. Mudd ; Isle of Man Film Commission ; First Choice Films 2004 ; Isle of Man Film Ltd. ; Odyssey Entertainment Ltd. ; produced by Lianne Halfon, John Malkovich, Russell Smith ; screenplay by Stephen Jeffreys ; directed by Laurence Dunmore.",W DVD 5068,0201607423179,Lincoln Center--Quinn Library,AV
"The libertine [videorecording (DVD)] / Mr. Mudd ; Isle of Man Film Commission ; First Choice Films 2004 ; Isle of Man Film Ltd. ; Odyssey Entertainment Ltd. ; produced by Lianne Halfon, John Malkovich, Russell Smith ; screenplay by Stephen Jeffreys ; directed by Laurence Dunmore.",W DVD 5068,0201606325227,Lincoln Center--Quinn Library,AV
"The libertine [videorecording (DVD)] / Mr. Mudd ; Isle of Man Film Commission ; First Choice Films 2004 ; Isle of Man Film Ltd. ; Odyssey Entertainment Ltd. ; produced by Lianne Halfon, John Malkovich, Russell Smith ; screenplay by Stephen Jeffreys ; directed by Laurence Dunmore.",W DVD 5068,0201606325524,Lincoln Center--Quinn Library,AV
"Life and debt [videorecording (DVD)] / a Tuff Gong Pictures Production a film by Stephanie Black ; producer, Stephanie Black ; narration writer, Jamaica Kincaid ; director, Stephanie Black.",W DVD 2280,0201607278300,Lincoln Center--Quinn Library,AV
"Life and debt [videorecording (DVD)] / a Tuff Gong Pictures Production a film by Stephanie Black ; producer, Stephanie Black ; narration writer, Jamaica Kincaid ; director, Stephanie Black.",W DVD 2280,0201608441543,Lincoln Center--Quinn Library,AV
"Life and debt [videorecording (DVD)] / a Tuff Gong Pictures Production a film by Stephanie Black ; producer, Stephanie Black ; narration writer, Jamaica Kincaid ; director, Stephanie Black.",W DVD 2280,0201609163906,Lincoln Center--Quinn Library,RESERVE-LC
"Life and times, John Paul II [videorecording (DVD)] / CBC News ; a production of the Canadian Broadcasting Corporation.",W DVD 2448,0201606885667,Lincoln Center--Quinn Library,AV
"Life and times, John Paul II [videorecording (DVD)] / CBC News ; a production of the Canadian Broadcasting Corporation.",W DVD 2448,0201609114545,Lincoln Center--Quinn Library,AV
"The Life & times of Allen Ginsberg [videorecording (DVD)] / a film by Jerry Aronson ; editors, Nathaniel Dorsky, Jerry Aronson.","W DVD 7955, V.1",0201608131417,Lincoln Center--Quinn Library,AV
"The Life & times of Allen Ginsberg [videorecording (DVD)] / a film by Jerry Aronson ; editors, Nathaniel Dorsky, Jerry Aronson.","W DVD 7955, V.1",0201608131425,Lincoln Center--Quinn Library,AV
Light keeps me company [videorecording (DVD)] = Ljuset haller mig sallskap / directed by Carl-Gustaf Nykvist.,W DVD 7269,0201607999061,Lincoln Center--Quinn Library,AV
Light keeps me company [videorecording (DVD)] = Ljuset haller mig sallskap / directed by Carl-Gustaf Nykvist.,W DVD 7269,0201608726331,Lincoln Center--Quinn Library,AV
"Lista de espera [videorecording (DVD)] = Waiting list / Tornasol Films, S.A. (Spain) ; ICAIC (Cuba) ; DMVB (France) ; Tabasco Films/Producciones Amaranta (Mexico) ; Road Movies Film Production (Germany) ; produced by Gerardo Herrero, Camilo Vives and Thierry Forte ; screenplay Arturo Arango and Juan Carlos Tabío ; directed by Juan Carlos Tabío.",W DVD 9058,0201608341644,Lincoln Center--Quinn Library,AV
"Lista de espera [videorecording (DVD)] = Waiting list / Tornasol Films, S.A. (Spain) ; ICAIC (Cuba) ; DMVB (France) ; Tabasco Films/Producciones Amaranta (Mexico) ; Road Movies Film Production (Germany) ; produced by Gerardo Herrero, Camilo Vives and Thierry Forte ; screenplay Arturo Arango and Juan Carlos Tabío ; directed by Juan Carlos Tabío.",W DVD 9058,0201608906081,Lincoln Center--Quinn Library,AV
Little Britain. The complete third series [videorecording (DVD)] / BBC ; written by David Williams and Matt Lucas ; produced by Geoff Posner ; directed by Declan Lowney.,W DVD 3328 THIRD SERIES V.1,0201607688268,Lincoln Center--Quinn Library,AV
Little Britain. The complete third series [videorecording (DVD)] / BBC ; written by David Williams and Matt Lucas ; produced by Geoff Posner ; directed by Declan Lowney.,W DVD 3328 THIRD SERIES V.1,0201607688276,Lincoln Center--Quinn Library,AV
"Little children [videorecording (DVD)] / New Line Cinema presents a Bona Fide Productions/Standard Film Company production ; produced by Albert Berger, Todd Field, Ron Yerxa ; screenplay by Todd Field & Tom Perrotta ; directed by Todd Field.",W DVD 6381,0201607831405,Lincoln Center--Quinn Library,AV
"Little children [videorecording (DVD)] / New Line Cinema presents a Bona Fide Productions/Standard Film Company production ; produced by Albert Berger, Todd Field, Ron Yerxa ; screenplay by Todd Field & Tom Perrotta ; directed by Todd Field.",W DVD 6381,0201607885799,Lincoln Center--Quinn Library,AV
Little Dieter needs to fly [videorecording (DVD)] / a film by Werner Herzog with Dieter Dengler ; Werner Herzog Filmproduktion.,W DVD 6022 V.5,0201607795410,Lincoln Center--Quinn Library,AV
"Lolita [videorecording (DVD)]/ Metro-Goldwyn-Mayer presents, in association with Seven Arts Productions ; screenplay by Vladimir Nabokov ; produced by James B. Harris ; directed by Stanley Kubrick.",W DVD 539,0201605488448,Lincoln Center--Quinn Library,AV
"Lolita [videorecording (DVD)]/ Metro-Goldwyn-Mayer presents, in association with Seven Arts Productions ; screenplay by Vladimir Nabokov ; produced by James B. Harris ; directed by Stanley Kubrick.",W DVD 539,0201606795544,Lincoln Center--Quinn Library,AV
"Lone star [videorecording (DVD)] / Castle Rock Entertainment presents a Rio Dulce production ; produced by R. Paul Miller and Maggie Renzi ; written, directed and edited by John Sayles.",WILLIAMS P.C,0201606343055,Lincoln Center--Quinn Library,AV
"Lone star [videorecording (DVD)] / Castle Rock Entertainment presents a Rio Dulce production ; produced by R. Paul Miller and Maggie Renzi ; written, directed and edited by John Sayles.",W DVD 1564,0201606328692,Lincoln Center--Quinn Library,AV
"Lone star [videorecording (DVD)] / Castle Rock Entertainment presents a Rio Dulce production ; produced by R. Paul Miller and Maggie Renzi ; written, directed and edited by John Sayles.",W DVD 1564,0201606906117,Lincoln Center--Quinn Library,AV
"Lone star [videorecording (DVD)] / Castle Rock Entertainment presents a Rio Dulce production ; produced by R. Paul Miller and Maggie Renzi ; written, directed and edited by John Sayles.",W DVD 1564,0201606327652,Lincoln Center--Quinn Library,AV
"Un long dimanche de fiançailles [videorecording (DVD)] = A very long engagement / 2003 Productions et Warner Bros Pictures présentent une production 2003 Productions ; produit par Jean Pierre Jeunet et Francis Boespflug ; une co-production Warner Bros France, Tapioca Films et TF1 Films Production avec la participation de Canal + ; scenario, Jean Pierre Jeunet, Guillaume Laurant ; un film de Jean Pierre Jeunet.",W DVD 3194 V.1,0201607126665,Lincoln Center--Quinn Library,AV
