marcEntry_x,callNumber,itemID_x,library,location_x
John le Carré's A perfect spy [videorecording (DVD)] / a BBC-TV production in association with Arts & Entertainment Network and Australian Broadcasting Corporation ; produced by Colin Rogers ; written by Arthur Hopcraft ; directed by Peter Smith.,W DVD 6023 V.3,0201607772617,Lincoln Center--Quinn Library,AV
John Le Carré's Smiley's people [videorecording (DVD)] / a BBC television production in association with Paramount.,W DVD 6024 V.1,0201607772567,Lincoln Center--Quinn Library,AV
John Le Carré's Smiley's people [videorecording (DVD)] / a BBC television production in association with Paramount.,W DVD 6024 V.2,0201607772575,Lincoln Center--Quinn Library,AV
John Le Carré's Smiley's people [videorecording (DVD)] / a BBC television production in association with Paramount.,W DVD 6024 V.3,0201607772583,Lincoln Center--Quinn Library,AV
"John le Carré's Tinker, tailor, soldier, spy [videorecording (DVD)] / A BBC television production in association with Paramount ; produced by Jonathan Powell ; [directed by John Irvin].",W DVD 1336 V.1,0201606056558,Lincoln Center--Quinn Library,AV
"John le Carré's Tinker, tailor, soldier, spy [videorecording (DVD)] / A BBC television production in association with Paramount ; produced by Jonathan Powell ; [directed by John Irvin].",W DVD 1336 V.2,0201606056442,Lincoln Center--Quinn Library,AV
"John le Carré's Tinker, tailor, soldier, spy [videorecording (DVD)] / A BBC television production in association with Paramount ; produced by Jonathan Powell ; [directed by John Irvin].",W DVD 1336 V.3,0201606056434,Lincoln Center--Quinn Library,AV
"John LeCarré's A murder of quality [videorecording (DVD)] / Portobello Productions ; Thames Television ; produced by Eric Abraham ; screenplay, John Le Carré ; directed by Gavin Millar.",W DVD 6031,0201607772435,Lincoln Center--Quinn Library,AV
"John Steinbeck [videorecording (DVD)] / written by Michel Le Bris ; directed by Alain Gallet ; producer, Anne-Françoise de Buzareingues ; a Gédéon/France 3 coproduction..",W DVD 4907,0201607406091,Lincoln Center--Quinn Library,AV
"John Steinbeck [videorecording (DVD)] : an American writer / produced by Peter Jones Productions for A & E Networks ; produced, written & directed by Morgan Neville.",W DVD 2743,0201606898637,Lincoln Center--Quinn Library,AV
"John Waters' Desperate living [videorecording (DVD)] / Charm City Productions presents ; associate producers, William Platt, David Spencer, James McKenzie ; directed, written, and filmed by John Waters.",W DVD 2230,0201606848277,Lincoln Center--Quinn Library,AV
"John Wayne [videorecording (DVD)] : American legend / produced by Van Ness Films in association with Foxstar Productions and A & E Network ; producer/director, Kerry Jensen-Iszak ; writers, Kevin Barry, Jerry Decker.",W DVD 2294,0201606861445,Lincoln Center--Quinn Library,AV
"John Wayne [videorecording (DVD)] : an American icon / ""Seven sinners"": Universal Pictures, a Joe Pasternak production ; produced by Joe Pasternak ; written by John Meechan, Harry Tugend ; directed by Tay Garnett. ""The shepherd of the hills"": Paramount Pictures ; screenplay by Grover Jones and Stuart Anthony ; directed by Henry Hathaway. ""Pittsburgh"": Universal Pictures ; produced by Charles K. Feldman ; screenplay by Kenneth Gamet, Tom Reed ; directed by Lewis Seiler. ""The conqueror"": RKO Radio Pictures ; presented by Howard Hughes ; directed by Dick Powell. ""Jet pilot"": RKO Teleradio Pictures ; written & produced by Jules Furthman ; directed by Josef von Sternberg.",W DVD 4932 V.1,0201607409178,Lincoln Center--Quinn Library,AV
"John Wayne [videorecording (DVD)] : an American icon / ""Seven sinners"": Universal Pictures, a Joe Pasternak production ; produced by Joe Pasternak ; written by John Meechan, Harry Tugend ; directed by Tay Garnett. ""The shepherd of the hills"": Paramount Pictures ; screenplay by Grover Jones and Stuart Anthony ; directed by Henry Hathaway. ""Pittsburgh"": Universal Pictures ; produced by Charles K. Feldman ; screenplay by Kenneth Gamet, Tom Reed ; directed by Lewis Seiler. ""The conqueror"": RKO Radio Pictures ; presented by Howard Hughes ; directed by Dick Powell. ""Jet pilot"": RKO Teleradio Pictures ; written & produced by Jules Furthman ; directed by Josef von Sternberg.",W DVD 4932 V.2,0201607409186,Lincoln Center--Quinn Library,AV
John Wayne. Screen legend collection [videorecording (DVD)] / Universal Studios.,"W DVD 10,076,DISC 1",0201608539916,Lincoln Center--Quinn Library,RESERVE-LC
John Wayne. Screen legend collection [videorecording (DVD)] / Universal Studios.,"W DVD 10,076,DISC 2",0201608539924,Lincoln Center--Quinn Library,RESERVE-LC
John Wayne. Screen legend collection [videorecording (DVD)] / Universal Studios.,"W DVD 10,076,DISC 3",0201608539932,Lincoln Center--Quinn Library,RESERVE-LC
Johnny Cash [videorecording (DVD)] / produced by ABC News Production and A & E Television Network.,W DVD 5776,0201607694613,Lincoln Center--Quinn Library,AV
"Johnny Cool [videorecording (DVD)] / Chrislaw Productions, Inc. presents.",W DVD 6540,0201607860990,Lincoln Center--Quinn Library,AV
"Ben McKenzie life on stage, on film Dalton Trumbo's Johnny got his gun [videorecording (DVD)] : the body of war, the heart of a man / Greenwood Productions in association with Tres Hermanos Productions ; produced and directed by Rowan Joseph.","W DVD 12,228",0201609173988,Lincoln Center--Quinn Library,AV
Johnny guitar [videorecording (DVD)] / Republic Pictures presents ; the Martin Scorsese presentation ; Herbert J. Yates presents ; directed by Nicholas Ray.,"W DVD 10,092",0201608540203,Lincoln Center--Quinn Library,AV
Johnny Slade's greatest hits [videorecording (DVD)] / Johnny Slade Productions presents ; written and directed by Larry Blamire.,W DVD 8144,0201608151563,Lincoln Center--Quinn Library,AV
Johnny Staccato [videorecording (DVD)] : television's jazz detective.,"W DVD 12,241, DISC 1",0201609174135,Lincoln Center--Quinn Library,AV
Johnny Staccato [videorecording (DVD)] : television's jazz detective.,"W DVD 12,241, DISC 2",0201609174143,Lincoln Center--Quinn Library,AV
Johnny Staccato [videorecording (DVD)] : television's jazz detective.,"W DVD 12,241, DISC 3",0201609174150,Lincoln Center--Quinn Library,AV
The jokers [videorecording (DVD)] / Gildor-Scimitar Productions ; Adastra Film Productions ; directed by Michael Winner.,W DVD 8498,0201608223966,Lincoln Center--Quinn Library,AV
The Jolson story [videorecording (DVD)] / Columbia Pictures ; produced by Sidney Skolsky ; screenplay by Stephen Longstreet ; adaption by Harry Chandlee & Andrew Solt ; directed by Alfred E. Green.,W DVD 2942,0201606944225,Lincoln Center--Quinn Library,AV
Jonas Mekas [videorecording (DVD)].,"W DVD 13,307, DISC 5, V. 2",0201609423011,Lincoln Center--Quinn Library,AV
Jonas Mekas [videorecording (DVD)].,"W DVD 13,307, BOOKLET 5",0201609423029,Lincoln Center--Quinn Library,RESERVE-LC
Jonas Mekas [videorecording (DVD)].,"W DVD 13,307, DISC 6",0201609423037,Lincoln Center--Quinn Library,AV
Jonas Mekas [videorecording (DVD)].,"W DVD 13,307, BOOKLET 6",0201609423045,Lincoln Center--Quinn Library,RESERVE-LC
Jonas Mekas [videorecording (DVD)].,"W DVD 13,307, DISC 1",0201609422922,Lincoln Center--Quinn Library,AV
Jonas Mekas [videorecording (DVD)].,"W DVD 13,307, BOOKLET 1",0201609422930,Lincoln Center--Quinn Library,RESERVE-LC
Jonas Mekas [videorecording (DVD)].,"W DVD 13,307, DISC 2",0201609422948,Lincoln Center--Quinn Library,RESERVE-LC
Jonas Mekas [videorecording (DVD)].,"W DVD 13,307, BOOKLET 2",0201609422955,Lincoln Center--Quinn Library,RESERVE-LC
Jonas Mekas [videorecording (DVD)].,"W DVD 13,307, DISC 3",0201609422963,Lincoln Center--Quinn Library,AV
Jonas Mekas [videorecording (DVD)].,"W DVD 13,307, BOOKLET 3",0201609422971,Lincoln Center--Quinn Library,RESERVE-LC
Jonas Mekas [videorecording (DVD)].,"W DVD 13,307, DISC 4",0201609422989,Lincoln Center--Quinn Library,AV
Jonas Mekas [videorecording (DVD)].,"W DVD 13,307, BOOKLET 4",0201609422997,Lincoln Center--Quinn Library,RESERVE-LC
Jonas Mekas [videorecording (DVD)].,"W DVD 13,307, DISC 5, V. 1",0201609423003,Lincoln Center--Quinn Library,AV
"Jonathan Livingston Seagull [videorecording (DVD)] / Paramount ; the Jonathan Company presents Hall Bartlett's film ; produced, written, directed by Hall Bartlett.",W DVD 9123,0201608367896,Lincoln Center--Quinn Library,AV
The Jonathan Meades collection [videorecording (DVD)] / BBC.,"W DVD 13,580, DISC 1",0201609430230,Lincoln Center--Quinn Library,AV
The Jonathan Meades collection [videorecording (DVD)] / BBC.,"W DVD 13,580, DISC 2",0201609430248,Lincoln Center--Quinn Library,AV
The Jonathan Meades collection [videorecording (DVD)] / BBC.,"W DVD 13,580, DISC 3",0201609430255,Lincoln Center--Quinn Library,AV
Jonestown [videorecording (DVD)] : the life and death of Peoples Temple / a Firelight Media production for American Experience in association with the BBC ; produced and directed by Stanley Nelson ; telescript by Noland Walker and Marcia Smith ; story by Marcia Smith.,W DVD 6511,0201607845843,Lincoln Center--Quinn Library,AV
Joris Ivens wereldcineast [videorecording (DVD)] = Cinéaste du monde = Filmmaker of the world / films by Joris Ivens.,"W DVD 10,193, DISC 1",0201608726877,Lincoln Center--Quinn Library,AV
Joris Ivens wereldcineast [videorecording (DVD)] = Cinéaste du monde = Filmmaker of the world / films by Joris Ivens.,"W DVD 10,193, DISC 2",0201608726885,Lincoln Center--Quinn Library,AV
Joris Ivens wereldcineast [videorecording (DVD)] = Cinéaste du monde = Filmmaker of the world / films by Joris Ivens.,"W DVD 10,193, DISC 3",0201608726893,Lincoln Center--Quinn Library,AV
Joris Ivens wereldcineast [videorecording (DVD)] = Cinéaste du monde = Filmmaker of the world / films by Joris Ivens.,"W DVD 10,193, DISC 4",0201608726901,Lincoln Center--Quinn Library,AV
Joris Ivens wereldcineast [videorecording (DVD)] = Cinéaste du monde = Filmmaker of the world / films by Joris Ivens.,"W DVD 10,193, DISC 5",0201608726919,Lincoln Center--Quinn Library,AV
Jorvik [videorecording (DVD)] : the vikings return.,W DVD 3830,0201607180274,Lincoln Center--Quinn Library,AV
Joseph and the amazing technicolor dreamcoat [videorecording (DVD)] / Jacob & Sons Ltd.,W DVD 2695,0201606897381,Lincoln Center--Quinn Library,AV
Joseph Andrews [videorecording (DVD)] / Paramount Pictures presents a Woodfall film ; produced by Neil Hartley ; screenstory by Tony Richardson ; screenplay by Allan Scott and Chris Bryant ; directed by Tony Richardson.,W DVD 2901,0201606925414,Lincoln Center--Quinn Library,AV
"Joseph Campbell and the power of myth [videorecording (DVD)] / a production of Apostrophe S Productions, Inc. in association with Alvin H. Perlmutter, Inc. and Public Affairs Television, Inc. ; presented by WNET, New York, WTTW, Chicago.",W DVD 987 V.1,0201605999576,Lincoln Center--Quinn Library,AV
"Joseph Campbell and the power of myth [videorecording (DVD)] / a production of Apostrophe S Productions, Inc. in association with Alvin H. Perlmutter, Inc. and Public Affairs Television, Inc. ; presented by WNET, New York, WTTW, Chicago.",W DVD 987 V.2,0201605999584,Lincoln Center--Quinn Library,AV
"Le journal d'une femme de chambre [videorecording (DVD)] / Janus Films ; Rialto Pictures ; Studio Canal ; Cocinor présente un film de Luis Buñuel ; adaptation et dialogue, Luis Buñuel et Jean Claude Carrière ; un film réalisé en co-production franco-italienne Speva Films-Ciné Alliance, Filmsonor (Paris), Dear Film Produzione (Rome) ; produit par Serge Silberman, Michel Safra.",W DVD 1217,0201606373631,Lincoln Center--Quinn Library,AV
"Journalists killed in the line of duty [videorecording (DVD)] / CameraPlanet Pictures presentation in association with the Committee to Protect Journalists & Trio Network ; a Trio Network original production ; director, Steven Rosenbaum ; producer, Mark Mori.",W DVD 3050,0201606968265,Lincoln Center--Quinn Library,AV
Journey for Margaret [videorecording (DVD)] / Turner Entertainment.,"W DVD 12,237",0201609174093,Lincoln Center--Quinn Library,AV
Journey into buddhism [videorecording (DVD)] : box set.,"W DVD 10,533, DISC 1",0201608991034,Lincoln Center--Quinn Library,AV
Journey into buddhism [videorecording (DVD)] : box set.,"W DVD 10,533, DISC 2",0201608991042,Lincoln Center--Quinn Library,AV
Journey into buddhism [videorecording (DVD)] : box set.,"W DVD 10,533, DISC 3",0201608991059,Lincoln Center--Quinn Library,AV
"The Journey of the fifth horse [videorecording (DVD)] / by Ronald Ribman ; director, Larry Arrick and Earl Dawson ; produced by Jac Venza ; Net Playhouse ; a production of National Educational Television ; [a production of Thirteen WNET for Theater in America].",W DVD 6914,0201607941881,Lincoln Center--Quinn Library,AV
"The journey through the life span [videorecording (DVD)] / director, John Philp.",W DVD 5313 V.1,0201607542085,Lincoln Center--Quinn Library,AV
"The journey through the life span [videorecording (DVD)] / director, John Philp.",W DVD 5313 V.2,0201607542093,Lincoln Center--Quinn Library,AV
"The journey through the life span [videorecording (DVD)] / director, John Philp.",W DVD 5313 V.3,0201607542101,Lincoln Center--Quinn Library,AV
"The journey through the life span [videorecording (DVD)] / director, John Philp.",W DVD 5313 V.4,0201607542119,Lincoln Center--Quinn Library,AV
"Journey to Armenia [videorecording (DVD)] = le voyage en Arménie / une coproduction AGAT Films et Cie, France 3 Cinema ; directeur de production Malek Hamzaoui ; scénario, Ariane Ascaride, Marie Desplechin, Robert Guédiguian.","W DVD 12,732",0201609408020,Lincoln Center--Quinn Library,AV
"A journey to Darfur [videorecording (DVD)] / produced by Nick Clooney, Larry Herskowitz ; directed by Larry Herskowitz ; written by Nick Clooney, Bob McCormick.","W DVD 12,930",0201609413145,Lincoln Center--Quinn Library,AV
Journey to the center of the earth [videorecording (DVD)] / Twentieth Century-Fox Film Corporation ; produced by Charles Brackett ; directed by Henry Levin.,W DVD 7724,0201608103689,Lincoln Center--Quinn Library,AV
"Journey to the center of the earth [videorecording (DVD)] / New Line Cinema and Walden Media present ; produced by Charlotte Huggins, Beau Flynn ; screenplay by Michael Weiss and Jennifer Flackett & Mark Levin ; directed by Eric Brevig.",W DVD 9817,0201608532754,Lincoln Center--Quinn Library,AV
Journeys with George [videorecording (DVD)] : a home movie / by Alexandra Pelosi.,W DVD 7832,0201608106104,Lincoln Center--Quinn Library,AV
"Joy Division [videorecording (DVD)] : the true story of the meteoric rise and fall of one of the most influential bands of our time / a Hudson production in association with Brown Owl Films ; produced by Tom Astor, Tom Atencio and Jacqui Edenbrow ; written by Jon Savage ; directed by Grant Gee.",W DVD 9046,0201608341529,Lincoln Center--Quinn Library,AV
"Joy house [videorecording (DVD)] / a film by René Clément ; producer, Jacques Bar.",W DVD 9351,0201608373829,Lincoln Center--Quinn Library,AV
The Joy Luck Club [videorecording (DVD)] / Hollywood Pictures ; screenplay by Ronald Bass & Amy Tan ; produced by Wayne Wang ... [et al.] ; directed by Wayne Wang.,W DVD 2125,0201608441279,Lincoln Center--Quinn Library,AV
Joyce's Ulysses [videorecording (DVD)] / with James Heffernan.,W DVD 2084 PT.1 V.2,0201606835928,Lincoln Center--Quinn Library,AV
Joyce's Ulysses [videorecording (DVD)] / with James Heffernan.,W DVD 2084 PT.1 V.1,0201606835910,Lincoln Center--Quinn Library,AV
Joyce's Ulysses [videorecording (DVD)] / with James Heffernan.,W DVD 2084 PT.1 GUIDE BOOK,0201606835936,Lincoln Center--Quinn Library,AV
Joyce's Ulysses [videorecording (DVD)] / with James Heffernan.,W DVD 2084 PT.2 V.1,0201606835944,Lincoln Center--Quinn Library,AV
Joyce's Ulysses [videorecording (DVD)] / with James Heffernan.,W DVD 2084 PT.2 V.2,0201606835951,Lincoln Center--Quinn Library,AV
Joyce's Ulysses [videorecording (DVD)] / with James Heffernan.,W DVD 2084 PT.2 GUIDE BOOK,0201606835969,Lincoln Center--Quinn Library,AV
Joyce's Ulysses [videorecording (DVD)] / with James Heffernan.,W DVD 2084 COURSE GUIDE PT.1,0201606835977,Lincoln Center--Quinn Library,AV
Joyce's Ulysses [videorecording (DVD)] / with James Heffernan.,W DVD 2084 COURSE GUIDE PT.2,0201606835985,Lincoln Center--Quinn Library,AV
Joyeux noel [videorecording (DVD)] = Merry Christmas / a Sony Pictures Classics release Nord-Ouest presents a film by Christian Carion ; produced by Christophe Rossignon ; written and directed by Christian Carion.,W DVD 5513,0201607647678,Lincoln Center--Quinn Library,AV
Joyless street [videorecording (DVD)] / New Era National Pictures Limited ; directed by G.W. Pabst.,W DVD 7942,0201608131136,Lincoln Center--Quinn Library,AV
"Ju dou [videorecording (DVD)] = Judou / Zhongguo dian ying he zuo zhi pian gon si, Riben De jian shu dian, Riben De Jian jiao liu gon si, Xi'an dian ying zhi pian chang lian he she zhi ; Bian ju Liu Heng ; Dao yan Zhang Yimou, Yang Fengliang = China Film Group, China Film Release Import and Export Company, Tokuma Shoten, Xi'an Film Studio and Cineplex Odeon Films present ; directed by Yimou Zhang, Fengliang Yang ; written by Heng Liu ; produced by Hu Jian, Yasuyoshi Tokuma, Wenze Zhang.",W DVD 4388,0201607317934,Lincoln Center--Quinn Library,AV
"Ju-on [videorecording (DVD)] / a Pioneer LDC, Nikkatsu, Oz & Xanadeux Presentation in association with Aozora Investment, an Oz Production, Fun Factory ENBU, Entertainment Partners Asia ; written and directed by Takashi Shimizu.",W DVD 1767,0201606730434,Lincoln Center--Quinn Library,AV
"Jubilee [videorecording (DVD)] : a film / by Derek Jarman ; director, Derek Jarman ; producer, Howard Malin and James Whaley.",W DVD 773,0201601982642,Lincoln Center--Quinn Library,AV
"Jud Süß [videorecording (DVD)] / ein Veit Harlan film der Terra Filmkunst ; Drehbuch von Veit Harlan, Wolfgang Eberhard Möller und Ludwig Metzger.","W DVD 12,302, BOOKLET",0201609176726,Lincoln Center--Quinn Library,RESERV-EIC
"Jud Süß [videorecording (DVD)] / ein Veit Harlan film der Terra Filmkunst ; Drehbuch von Veit Harlan, Wolfgang Eberhard Möller und Ludwig Metzger.","W DVD 12,302",0201609176734,Lincoln Center--Quinn Library,RESERV-EIC
Judaism [videorecording (DVD)] : Kristallnacht and the birth of Israel / BBC Worldwide Americas.,W DVD 3482,0201607096314,Lincoln Center--Quinn Library,AV
"Jude [videorecording (DVD)] / PolyGram Filmed Entertainment presents in association with BBC Films a Revolution Films production ; producer, Andrew Eaton ; director, Michael Winterbottom ; screenplay, Hossein Amini.",W DVD 5943,0201607730151,Lincoln Center--Quinn Library,AV
Jude the obscure [videorecording (DVD)] / directed by Hugh David.,W DVD 5268 V.1,0201607538240,Lincoln Center--Quinn Library,AV
Jude the obscure [videorecording (DVD)] / directed by Hugh David.,W DVD 5268 V.2,0201607538257,Lincoln Center--Quinn Library,AV
The judge steps out [videorecording (DVD)] / RKO presents; directed by Boris Ingster.,"W DVD 11,627",0201609111236,Lincoln Center--Quinn Library,AV
"Judgment day [videorecording (DVD)] : intelligent design on trial / produced by Joseph McMaster, Gary Johnstone, Vanessa Tovell ; directed by Gary Johnstone, Joseph McMaster ; written by Joseph McMaster ; a production by NOVA and Vulcan Productions, Inc. in association with The Big Table Film Company.","W DVD 11,611",0201609110568,Lincoln Center--Quinn Library,AV
"Judgment night [videorecording (DVD)] / Largo Entertainment in association with JVC Entertainment ; A Stephen Hopkins film ; executive producers, Lloyd H. Segan and Marilyn Vance ; story by Lewis Colick and Jere Cunningham ; screenplay by Lewis Colick ; produced by Gene Levy ; directed by Stephen Hopkins.",W DVD 2665,0201606893356,Lincoln Center--Quinn Library,AV
The Judi Dench collection [videorecording (DVD)] / BBC Worldwide Ltd. ; British Broadcasting Corporation ; 2 Entertain Video Limited.,W DVD 6231 V.1,0201607807769,Lincoln Center--Quinn Library,AV
The Judi Dench collection [videorecording (DVD)] / BBC Worldwide Ltd. ; British Broadcasting Corporation ; 2 Entertain Video Limited.,W DVD 6231 V.2,0201607807777,Lincoln Center--Quinn Library,AV
The Judi Dench collection [videorecording (DVD)] / BBC Worldwide Ltd. ; British Broadcasting Corporation ; 2 Entertain Video Limited.,W DVD 6231 V.3,0201607807785,Lincoln Center--Quinn Library,AV
The Judi Dench collection [videorecording (DVD)] / BBC Worldwide Ltd. ; British Broadcasting Corporation ; 2 Entertain Video Limited.,W DVD 6231 V.4,0201607807793,Lincoln Center--Quinn Library,AV
The Judi Dench collection [videorecording (DVD)] / BBC Worldwide Ltd. ; British Broadcasting Corporation ; 2 Entertain Video Limited.,W DVD 6231 V.5,0201607807801,Lincoln Center--Quinn Library,AV
The Judi Dench collection [videorecording (DVD)] / BBC Worldwide Ltd. ; British Broadcasting Corporation ; 2 Entertain Video Limited.,W DVD 6231 V.6,0201607807819,Lincoln Center--Quinn Library,AV
The Judi Dench collection [videorecording (DVD)] / BBC Worldwide Ltd. ; British Broadcasting Corporation ; 2 Entertain Video Limited.,W DVD 6231 V.7,0201607807827,Lincoln Center--Quinn Library,AV
The Judi Dench collection [videorecording (DVD)] / BBC Worldwide Ltd. ; British Broadcasting Corporation ; 2 Entertain Video Limited.,W DVD 6231 V.8,0201607807835,Lincoln Center--Quinn Library,AV
"Juego de luna [videorecording (DVD)] = Luna's game / una produccion de Andrés Vicente Gómez para Enrique Cerezo, P.C. Iberoamericana Films Produccion, S.A. y Lolafilms, S.A. con la participación de Vía Digital y Televisión Española una pelicula de Mónica Laguna ; productor Andrés Vicente Gómez, Enrique Cerezo ; guión Mónica Laguna, Jorge Guerricaechevarría ; director Mónica Laguna.",W DVD 3073,0201606981458,Lincoln Center--Quinn Library,AV
Juggernaut [videorecording (DVD)].,W DVD 1403,0201606536880,Lincoln Center--Quinn Library,AV
"Juggling gender [videorecording (DVD)] : politics, sex and identity ; Still juggling ; Coney Island side show / by Tami Gold.","W DVD 10,353",0201608730234,Lincoln Center--Quinn Library,AV
Juice [videorecording (DVD)] / Paramount Pictures presents in association with Island World ; a Moritz/Heyman production ; an Ernest R. Dickerson film ; screenplay by Gerard Brown and Ernest R. Dickerson ; story by Ernest R. Dickerson ; produced by David Heyman & Neal H. Moritz and Peter Frankfurt ; directed by Ernest R. Dickerson.,W DVD 8711,0201608261313,Lincoln Center--Quinn Library,AV
Jules Dassin's Naked City [videorecording (DVD)] / Universal Pictures Company ; produced by Mark Hellinger ; story by Malvin Wald ; screenplay by Albert Maltz and Malvin Wald ; directed by Jules Dassin.,W DVD 349 2007,0201607831017,Lincoln Center--Quinn Library,AV
"Jules et Jim [videorecording (DVD)] = Jules and Jim / Les Films du carrosse et S.E.D.I.F. ; adaptation et dialogue, François Truffaut et Jean Gruault ; mise en scène, François Truffaut.",W DVD 3069 V.1,0201607647843,Lincoln Center--Quinn Library,AV
"Jules et Jim [videorecording (DVD)] = Jules and Jim / Les Films du carrosse et S.E.D.I.F. ; adaptation et dialogue, François Truffaut et Jean Gruault ; mise en scène, François Truffaut.",W DVD 3069 V.2,0201607647850,Lincoln Center--Quinn Library,AV
Julia [videorecording (DVD)] / Twentieth Century Fox presents a Richard Roth presentation of a Fred Zinnemann film ; produced by Richard Roth ; screenplay by Alvin Sargent ; directed by Fred Zinnemann.,W DVD 4186,0201607243056,Lincoln Center--Quinn Library,AV
"Julia and Jacques cooking at home [videorecording (DVD)] / A La Carte Communications ; produced by Geoffrey Drummond ; director, Bruce Franchini.",W DVD 2955 V.1,0201606952244,Lincoln Center--Quinn Library,AV
"Julia and Jacques cooking at home [videorecording (DVD)] / A La Carte Communications ; produced by Geoffrey Drummond ; director, Bruce Franchini.",W DVD 2955 V.2,0201606952251,Lincoln Center--Quinn Library,AV
"Julia and Jacques cooking at home [videorecording (DVD)] / A La Carte Communications ; produced by Geoffrey Drummond ; director, Bruce Franchini.",W DVD 2955 V.3,0201606952269,Lincoln Center--Quinn Library,AV
"Julia and Jacques cooking at home [videorecording (DVD)] / A La Carte Communications ; produced by Geoffrey Drummond ; director, Bruce Franchini.",W DVD 2955 V.4,0201606952277,Lincoln Center--Quinn Library,AV
Julia Child [videorecording (DVD)].,W DVD 3624,0201607122466,Lincoln Center--Quinn Library,AV
Julia Child's kitchen wisdom [videorecording (DVD)] / A la Carte Communications.,W DVD 3625,0201607122458,Lincoln Center--Quinn Library,AV
Julia Migenes [videorecording (DVD)] : diva on the verge.,W DVD 5833,0201607720137,Lincoln Center--Quinn Library,AV
Julia misbehaves [videorecording (DVD)] / MGM presents ; directed by Jack Conway ; produced by Everett Riskin.,"W DVD 12,802",0201609409242,Lincoln Center--Quinn Library,AV
"Julie Johnson [videorecording (DVD)] / Here! Films/Regent presents a film by Bob Gosse ; produced by Tay Angelic, Larry Meistrich ; screenplay by Wendy Hammond & Bob Gosse ; directed by Bob Gosse.",W DVD 7687,0201608072306,Lincoln Center--Quinn Library,AV
"Julie & Julia [videorecording (DVD)]  / Columbia Pictures presents an Easy There Tiger/Amy Robinson production ; a Laurence Mark production ; a film by Nora Ephron ; produced by Laurence Mark, Nora Ephron, Amy Robinson, Eric Steel ; screenplay by Nora Ephron ; directed by Nora Ephron.","W DVD 10,507",0201608907683,Lincoln Center--Quinn Library,AV
"Julio of Jackson Heights [videorecording (DVD)]= [Julio de Jackson Heights] / a film by Richard Shpuntoff ; producer, Sebastián Toro.","W DVD 13,944",0201610619789,Lincoln Center--Quinn Library,AV
Julius Caesar [videorecording (DVD)] / produced by Peter Snell ; directed by Stuart Burge.,W DVD 2616,0201607048018,Lincoln Center--Quinn Library,AV
"Jumpin' & jivin'. Volume 1 [videorecording (DVD)] / produced by Universal Media and V.S.O.P. Records ; director, Eric Kulberg.",W DVD 9044 V.1,0201608341537,Lincoln Center--Quinn Library,AV
"Jumping the broom [videorecording (DVD)] / TriStar Pictures presents in association with Stage 6 Films a T.D. Jakes / Our Stories Films production ; produced by T.D. Jakes, Curtis Wallace, Tracey E. Edmonds ; screenplay by Elizabeth Hunter and Arlene Gibbs ; directed by Salim Akil.","W DVD 12,443",0201609180629,Lincoln Center--Quinn Library,AV
"Junebug [videorecording (DVD)] / a Sony Pictures Classics release, an Epoch Films production ; producers, Mindy Goldberg, Mike S. Ryan ; written by Angus MacLachlan ; directed by Phil Morrison.",W DVD 4093,0201607237504,Lincoln Center--Quinn Library,AV
"Jungfrukällan [videorecording (DVD)] = The virgin spring / Janus Films ; [presented by] Svensk Filmindustri ; manuscript efter en legend visa från 1300-talet, Ulla Isaksson ; regi, Ingmar Bergman.",W DVD 4100 BOOK,0201607237561,Lincoln Center--Quinn Library,AV
"Jungfrukällan [videorecording (DVD)] = The virgin spring / Janus Films ; [presented by] Svensk Filmindustri ; manuscript efter en legend visa från 1300-talet, Ulla Isaksson ; regi, Ingmar Bergman.",W DVD 4100,0201607237579,Lincoln Center--Quinn Library,AV
"Jungle fever [videorecording (DVD)] / Universal Pictures presents a Forty Acres & a Mule Filmworks production ; a Spike Lee joint ; produced, written and directed by Spike Lee.",W DVD 1213,0201606349946,Lincoln Center--Quinn Library,AV
"Juninatten [videorecording (DVD)] = June night / Svensk Filmindustri ; filmmanus av Ragnar Hyltén-Cavallius ; regi, Per Lindberg.","W DVD 12,439",0201609161769,Lincoln Center--Quinn Library,AV
Juno and the paycock [videorecording (DVD)] / British International Pictures Limited presents ; by Sean O'Casey ; adapted and directed by Alfred Hitchcock ; scenario by Alma Reville ; a British International picture distributed by Wardour Films. Betty in blunderland / Max Fleischer presents ; directed by Dave Fleischer ; an NTA release. Blackmail / British International Pictures Limited presents ; directed and adapted by Alfred Hitchcock ; a British International picture distributed by Wardour Films.,W DVD 3106,0201606988354,Lincoln Center--Quinn Library,AV
Jurassic Park [videorecording (DVD)] / Universal Pictures presents an Amblin Entertainment production ; produced by Kathleen Kennedy and Gerald R. Molen ; directed by Steven Spielberg ; screenplay by Michael Crichton and David Koepp.,W DVD 4492,0201607349101,Lincoln Center--Quinn Library,AV
"Jurassic Park III [videorecording (DVD)] / Universal Pictures presents an Amblin Entertainment, a Joe Johnston film ; producers, Kathleen Kennedy, Larry Franco ; writers, Peter Buchman, Alexander Payne, Jim Taylor ; director, Joe Johnston.",W DVD 4525,0201607349432,Lincoln Center--Quinn Library,AV
"De jurk [videorecording (DVD)] = The dress / Fortissimo Films presents a Graniet Film production ; een Meteor Film release ; Graniet Film ; producenten, Marc van Warmerdam, Ton Schippers, Alex van Warmerdam ; scenario en regie, Alex van Warmerdam.",W DVD 4398,0201607318031,Lincoln Center--Quinn Library,AV
